"condition","brightness_dichotom","brightness_rating","File","gender","age","student","psycho","cd"
"standard",-999,9,"024_stevens.dat","w",19,1,0,5.7
"standard",-999,3,"024_stevens.dat","w",19,1,0,1.8
"standard",-999,2,"024_stevens.dat","w",19,1,0,1
"standard",-999,17,"024_stevens.dat","w",19,1,0,57.2
"standard",-999,7,"024_stevens.dat","w",19,1,0,3.2
"standard",-999,14,"024_stevens.dat","w",19,1,0,32
"standard",-999,4,"024_stevens.dat","w",19,1,0,1.8
"standard",-999,3,"024_stevens.dat","w",19,1,0,1
"standard",-999,4,"024_stevens.dat","w",19,1,0,1
"standard",-999,16,"024_stevens.dat","w",19,1,0,57.2
"standard",-999,18,"024_stevens.dat","w",19,1,0,100
"standard",-999,13,"024_stevens.dat","w",19,1,0,32
"standard",-999,9,"024_stevens.dat","w",19,1,0,5.7
"standard",-999,13,"024_stevens.dat","w",19,1,0,32
"standard",-999,1,"024_stevens.dat","w",19,1,0,1
"standard",-999,20,"024_stevens.dat","w",19,1,0,100
"standard",-999,4,"024_stevens.dat","w",19,1,0,1.8
"standard",-999,7,"024_stevens.dat","w",19,1,0,5.7
"standard",-999,19,"024_stevens.dat","w",19,1,0,57.2
"standard",-999,6,"024_stevens.dat","w",19,1,0,3.2
"standard",-999,5,"024_stevens.dat","w",19,1,0,1.8
"standard",-999,20,"024_stevens.dat","w",19,1,0,100
"standard",-999,9,"024_stevens.dat","w",19,1,0,5.7
